#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Feb 24 16:30:43 EST 2019,84,84,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest1+ DelMinTest3+ DelMinTest4+ GetMinTest1+ GetMinTest2+ GetMinTest3+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,DelMinTest2- EfficiencyTest1- EverythingTest- , ,
1,Sun Feb 24 16:32:42 EST 2019,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
2,Sun Feb 24 16:33:04 EST 2019,84,0,EverythingTest,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
3,Sun Feb 24 16:34:11 EST 2019,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
4,Sun Feb 24 16:34:44 EST 2019,94,10,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
5,Sun Feb 24 16:35:08 EST 2019,84,-10,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2- EfficiencyTest1 EverythingTest- , ,
6,Sun Feb 24 16:35:54 EST 2019,47,-37,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest4 , ,BuildTest1- DelMinTest1- DelMinTest2 DelMinTest4- EfficiencyTest1 EverythingTest GetMinTest1- GetMinTest3- SizeTest2- SizeTest3- , ,
7,Sun Feb 24 16:35:56 EST 2019,84,37,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1+ GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3+ SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
8,Sun Feb 24 16:36:21 EST 2019,94,10,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
9,Sun Feb 24 16:36:35 EST 2019,94,0,EfficiencyTest1,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
10,Sun Feb 24 16:36:36 EST 2019,94,0,EfficiencyTest1,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
11,Sun Feb 24 16:39:05 EST 2019,94,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
12,Sun Feb 24 16:43:35 EST 2019,94,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
13,Sun Feb 24 16:45:54 EST 2019,84,-10,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2- EfficiencyTest1 EverythingTest- , ,
14,Sun Feb 24 16:49:25 EST 2019,47,-37,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest4 , ,BuildTest1- DelMinTest1- DelMinTest2 DelMinTest4- EfficiencyTest1 EverythingTest GetMinTest1- GetMinTest3- SizeTest2- SizeTest3- , ,
15,Sun Feb 24 16:49:33 EST 2019,84,37,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1+ GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3+ SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
16,Sun Feb 24 16:50:06 EST 2019,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
17,Sun Feb 24 16:51:18 EST 2019,42,-42,Assignment3Suite,BuildTest1 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest2- BuildTest3- DelMinTest1- DelMinTest2 DelMinTest4- EfficiencyTest1 EverythingTest GetMinTest3- SizeTest2- SizeTest3- SizeTest4- , ,
18,Sun Feb 24 16:51:57 EST 2019,84,42,Assignment3Suite,BuildTest1 BuildTest2+ BuildTest3+ DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3+ SizeTest4+ , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
19,Sun Feb 24 16:52:13 EST 2019,94,10,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
